Parcel ID,Location,Total Value,Lot size,Sale date,Bed/Bath,Price,lats/long,distance,d_0_4,d_4_8,d_8_12,d_12_16,Fukushima,Fdis1,Fdis2,Fdis3
130-002-000D-178,153  LAKE DR,"$181,000 ",8712,8/26/16,3,190000,"(41.77386505, -70.62503000000001)",11.929642,0,0,1,0,1,0,1,0
130-002-000D-128,154  LAKE DR,"$244,200 ",6534,10/4/16,5,272000,"(41.7741134, -70.62535984)",11.91645408,0,0,1,0,1,0,1,0
130-002-000D-186,169  LAKE DR,"$260,800 ",13068,11/30/16,4,279500,"(41.77551065, -70.6243064)",11.81077624,0,0,1,0,1,0,1,0
130-002-000D-157,99  LAKE DR,"$266,300 ",8276,9/26/16,4,270000,"(41.77086475, -70.62831895)",12.16823563,0,0,0,1,1,0,0,1
124-000-001-072Z,125  LAKE VIEW BLVD,"$252,500 ",12001,9/9/16,5,100000,"(41.802507, -70.612571)",9.864487633,0,0,1,0,1,0,1,0
124-000-001-122,26  LAKE VIEW BLVD,"$250,900 ",17102,6/16/16,5,240000,"(41.80637635, -70.6131075)",9.607673872,0,0,1,0,1,0,1,0
124-000-001-104,64  LAKE VIEW BLVD,"$313,700 ",9962,9/14/16,3,310000,"(41.80372385, -70.61530893)",9.809701429,0,0,1,0,1,0,1,0
124-000-001-330,77  LAKE VIEW BLVD,"$267,200 ",13068,11/1/16,4,250000,"(41.80423267, -70.61596277)",9.782244354,0,0,1,0,1,0,1,0
124-000-001-088,94  LAKE VIEW BLVD,"$310,300 ",9601,3/10/16,5,275000,"(41.8023756, -70.61360129999998)",9.883493748,0,0,1,0,1,0,1,0
056-000-071-163,30  LAKE VIEW RD,"$189,400 ",6098,10/14/16,3,195000,"(41.808933, -70.56920783)",9.25397169,0,0,1,0,1,0,1,0
056-000-030-046,77  LAKEWOOD DR,"$392,600 ",34809,5/4/16,6,342000,"(41.81098045, -70.55889436)",9.150798152,0,0,1,0,1,0,1,0
104-000-019C-016,13  LAMP LIGHTERS LN,"$322,300 ",24790,4/15/16,5,310000,"(41.93424153, -70.72745697)",7.791540029,0,1,0,0,1,1,0,0
047-000-017-044,10  LANGFORD RD,"$394,900 ",20813,6/29/16,6,390000,"(41.9352119, -70.62075167)",2.33118021,1,0,0,0,1,0,0,0
047-000-017-006,19  LANGFORD RD,"$313,000 ",10454,11/21/16,5,298000,"(41.9344915, -70.62197384)",2.404076977,1,0,0,0,1,0,0,0
047-000-017-001,7  LANGFORD RD,"$314,900 ",12197,8/19/16,4,306000,"(41.93565415, -70.62072305)",2.322974939,1,0,0,0,1,0,0,0
106-003-016-054,55  LANTERN LN,"$315,400 ",24790,7/28/16,4,319000,"(41.92893345, -70.72840565)",7.877001891,0,1,0,0,1,1,0,0
106-000-001-342,8  LAURINDA LN,"$324,700 ",46134,4/29/16,4,365000,"(41.93900655, -70.71537103)",7.150579948,0,1,0,0,1,1,0,0
106-000-022-024A,56  LAWRENCE RD,"$300,900 ",24790,3/24/16,5,249000,"(41.92375925, -70.72318008)",7.663535918,0,1,0,0,1,1,0,0
114-000-019-037,45  LEEWARD WAY,"$303,600 ",40907,6/30/16,3,340000,"(41.8314937, -70.60606787)",7.836608783,0,1,0,0,1,1,0,0
003-000-029-037,51  LIBERTY ST,"$400,400 ",60509,10/19/16,4,357000,"(41.96444778, -70.68825809)",5.936585807,0,1,0,0,1,1,0,0
032-000-035-003,55R  LIBERTY ST,"$347,600 ",15865,8/26/16,5,374900,"(41.964411, -70.688836)",5.964783411,0,1,0,0,1,1,0,0
112-000-003-106,20  LINDA LN,"$291,600 ",20434,9/30/16,4,264000,"(41.8409727, -70.59860742)",7.124794744,0,1,0,0,1,1,0,0
112-000-003-109,26  LINDA LN,"$361,300 ",23048,12/13/16,5,342000,"(41.84000395, -70.598515)",7.190069906,0,1,0,0,1,1,0,0
108-000-006-016,16  LISA AV,"$353,900 ",22612,9/23/16,4,326000,"(41.92887545, -70.73693175)",8.3137151,0,0,1,0,1,0,1,0
108-000-006-024,36  LISA AV,"$386,600 ",20434,11/10/16,4,147500,"(41.92706815, -70.73898057)",8.433955945,0,0,1,0,1,0,1,0
108-000-006-035,58  LISA AV,"$408,900 ",47441,10/28/16,5,406000,"(41.92456995, -70.74153817)",8.588527459,0,0,1,0,1,0,1,0
058-000-032-008,400  LITTLE SANDY POND RD,"$543,000 ",63558,9/19/16,7,500000,"(41.8006912, -70.58841206)",9.833287161,0,0,1,0,1,0,1,0
058-000-032-014,446  LITTLE SANDY POND RD,"$457,500 ",61816,6/3/16,5,410000,"(41.79851545, -70.5917373)",9.995016008,0,0,1,0,1,0,1,0
058-000-031-005,453  LITTLE SANDY POND RD,"$389,400 ",39600,1/5/16,5,310000,"(41.7990686, -70.59319096)",9.963077856,0,0,1,0,1,0,1,0
059-000-027-038,40  LIVINGSTON DR,"$283,700 ",46134,9/16/16,4,310000,"(41.8103342, -70.58174086)",9.152888275,0,0,1,0,1,0,1,0
059-000-027-013,59  LIVINGSTON DR,"$378,000 ",22612,3/16/16,5,359000,"(41.8112145, -70.58006464)",9.090096975,0,0,1,0,1,0,1,0
106-000-002-382,13  LOMBARD ST,"$320,300 ",21741,7/25/16,6,350000,"(41.93268655, -70.71900305)",7.36684613,0,1,0,0,1,1,0,0
056-000-029C-001,1133  LONG POND RD,"$285,200 ",31760,6/16/16,4,275900,"(41.81127305, -70.55719121)",9.139960385,0,0,1,0,1,0,1,0
056-000-067-000,1151  LONG POND RD,"$288,700 ",21741,8/12/16,4,284900,"(41.81021035, -70.554417)",9.229587301,0,0,1,0,1,0,1,0
081-000-001-019A,152  LONG POND RD,"$289,600 ",20870,12/30/16,5,305000,"(41.91520605, -70.65140924)",4.298685162,0,1,0,0,1,1,0,0
081-000-001-006,153  LONG POND RD,"$314,700 ",27404,3/1/16,7,310000,"(41.9146816, -70.65167787)",4.327273828,0,1,0,0,1,1,0,0
081-000-001-016,174  LONG POND RD,"$258,800 ",21741,3/24/16,4,270000,"(41.91339735, -70.6484943)",4.223450083,0,1,0,0,1,1,0,0
085-000-020-024,329  LONG POND RD,"$326,000 ",19998,11/18/16,6,130000,"(41.896441100000004, -70.63430006)",4.369951065,0,1,0,0,1,1,0,0
067-000-002-073,537  LONG POND RD,"$432,900 ",33502,9/27/16,6,395000,"(41.875756700000004, -70.61457907)",5.028669213,0,1,0,0,1,1,0,0
067-000-002-069,551  LONG POND RD,"$407,900 ",41343,3/4/16,7,362000,"(41.874111299999996, -70.61370246)",5.116493662,0,1,0,0,1,1,0,0
066-000-003-041,605  LONG POND RD,"$327,000 ",29582,8/5/16,5,283000,"(41.8697173, -70.60588638)",5.270205574,0,1,0,0,1,1,0,0
068-000-001B-001,620  LONG POND RD,"$726,300 ",374446,3/7/16,6,475000,"(41.86208274, -70.59926384)",5.697764824,0,1,0,0,1,1,0,0
069-000-088-007B,774  LONG POND RD,"$298,900 ",15002,7/22/16,5,282500,"(41.85094165, -70.58930025)",6.379812986,0,1,0,0,1,1,0,0
064-000-007-004,794  LONG POND RD,"$619,200 ",252609,12/14/16,9,546875,"(41.8485703, -70.5857142)",6.526876167,0,1,0,0,1,1,0,0
113-000-024-002,879  LONG POND RD,"$739,400 ",159826,6/16/16,8,161000,"(41.838961, -70.58294699999999)",7.180727988,0,1,0,0,1,1,0,0
060-000-012-001,928  LONG POND RD,"$268,300 ",23919,7/22/16,4,215000,"(41.83353915, -70.57711955)",7.547722114,0,1,0,0,1,1,0,0
060-000-014H-001,930  LONG POND RD,"$519,800 ",19998,10/3/16,7,500000,"(41.83336075, -70.57693115)",7.560012906,0,1,0,0,1,1,0,0
060-000-043C-000,957  LONG POND RD,"$480,100 ",20434,3/16/16,7,375000,"(41.82904695, -70.57542811)",7.85799723,0,1,0,0,1,1,0,0
095-000-003-014,18  LUKES WAYE,"$316,700 ",25226,10/14/16,4,320000,"(41.92180995, -70.71358833)",7.203214407,0,1,0,0,1,1,0,0
095-000-003-032,3  LUKES WAYE,"$449,900 ",24790,11/14/16,5,437500,"(41.9233669, -70.71430435)",7.21843489,0,1,0,0,1,1,0,0
095-000-003-021,31  LUKES WAYE,"$374,100 ",26968,1/4/16,5,382000,"(41.920715799999996, -70.71493696)",7.286848242,0,1,0,0,1,1,0,0
123-001P-551-000,125  LUNN`S WAY,"$315,200 ",25226,6/28/16,4,340000,"(41.799642799999994, -70.59679459)",9.941254837,0,0,1,0,1,0,1,0
123-001P-636-000,160  LUNN`S WAY,"$291,900 ",30453,4/8/16,4,300000,"(41.8019993, -70.59561694)",9.7732673,0,0,1,0,1,0,1,0
124-000-009-123,21  LUNN`S WAY,"$415,600 ",66608,9/9/16,6,412000,"(41.79911195, -70.60556541)",10.03479167,0,0,1,0,1,0,1,0
123-001P-908-000,247  LUNN`S WAY,"$303,600 ",24790,9/27/16,5,310000,"(41.80611195, -70.59007497)",9.465770139,0,0,1,0,1,0,1,0
123-001P-912-000,265  LUNN`S WAY,"$332,700 ",26968,7/8/16,6,344000,"(41.80706585, -70.58905359)",9.39639251,0,0,1,0,1,0,1,0
123-001P-1108-000,399  LUNN`S WAY,"$275,200 ",25661,9/6/16,5,299000,"(41.81444945, -70.59238717)",8.902026265,0,0,1,0,1,0,1,0
123-001P-1273-000,430  LUNN`S WAY,"$326,700 ",26097,11/18/16,5,331000,"(41.816674299999995, -70.59298047)",8.752005515,0,0,1,0,1,0,1,0
123-001P-1079-000,444  LUNN`S WAY,"$295,700 ",33066,4/29/16,4,305000,"(41.8347154, -70.5791678)",7.467595878,0,1,0,0,1,1,0,0
122-010P-1167-000,449  LUNN`S WAY,"$270,800 ",26097,9/23/16,3,300000,"(41.817876399999996, -70.59179221)",8.663706154,0,0,1,0,1,0,1,0
123-001P-1080-000,450  LUNN`S WAY,"$359,100 ",37422,8/24/16,5,355000,"(41.81785715, -70.59269089)",8.669316208,0,0,1,0,1,0,1,0
113-000-017-011,599  LUNN`S WAY,"$460,200 ",60509,5/12/16,6,455000,"(41.8269044, -70.58680435)",8.022535974,0,0,1,0,1,0,1,0
113-000-017-004,618  LUNN`S WAY,"$438,500 ",64865,10/31/16,6,430000,"(41.82816175, -70.58768015)",7.939037948,0,1,0,0,1,1,0,0
113-000-017-048,679  LUNN`S WAY,"$474,400 ",78369,9/23/16,7,465000,"(41.8347154, -70.5791678)",7.467595878,0,1,0,0,1,1,0,0
123-001P-745A-000,96  LUNN`S WAY,"$348,600 ",27404,8/16/16,6,351500,"(41.799746299999995, -70.599276)",9.948321521,0,0,1,0,1,0,1,0
056-000-029C-003,4  LUZETTAS WAY,"$348,700 ",104505,12/21/16,5,390000,"(41.8109184, -70.55844640000001)",9.157405781,0,0,1,0,1,0,1,0
048-049-197-000,105  MANOMET AV,"$791,400 ",23919,10/18/16,10,450000,"(41.909214500000004, -70.54790575)",2.758166336,1,0,0,0,1,0,0,0
046-000H-008-000,227  MANOMET AV,"$896,000 ",74448,3/29/16,7,660000,"(41.9174218, -70.54717179)",2.325500725,1,0,0,0,1,0,0,0
046-000-014-012,40  MANOMET POINT RD,"$297,000 ",29146,2/3/16,5,254000,"(41.91814325, -70.55383013)",2.075725309,1,0,0,0,1,0,0,0
046-000-019-004,67  MANOMET POINT RD,"$427,100 ",179864,8/25/16,7,367000,"(41.9196958, -70.55186166)",2.050206653,1,0,0,0,1,0,0,0
121-000-007-023A,12  MARSHALL DR,"$304,900 ",29582,6/16/16,3,270000,"(41.82138555, -70.59979897)",8.470676493,0,0,1,0,1,0,1,0
067-000-001-077,1  MARTINGALE LN,"$302,800 ",65736,8/19/16,6,320000,"(41.88229465, -70.62189848)",4.787982066,0,1,0,0,1,1,0,0
067-000-001-038,141  MARTINGALE LN,"$466,200 ",60074,1/15/16,5,515000,"(41.87560697, -70.62316522)",5.22572335,0,1,0,0,1,1,0,0
049-001-012A-001,2  MASSASOIT AV,"$893,800 ",22176,9/28/16,6,700000,"(41.9004181, -70.54239421)",3.423911723,1,0,0,0,1,0,0,0
019-000-162-000,21  MAYFLOWER ST,"$364,600 ",5990,2/12/16,5,399900,"(41.95216745, -70.6628041)",4.482241798,0,1,0,0,1,1,0,0
012-000-013-026,7  MCKINLEY RD,"$303,700 ",5001,10/14/16,4,329900,"(41.96349779999999, -70.67266855)",5.14450118,0,1,0,0,1,1,0,0
048-054-123-000,61  MELIX AVE W,"$257,900 ",5001,6/30/16,4,272500,"(41.89722085, -70.55243144)",3.391739444,1,0,0,0,1,0,0,0
096-000-019-074,44  MICAJAH AV,"$280,500 ",10454,10/28/16,5,17000,"(41.91774097, -70.69408816)",6.294111861,0,1,0,0,1,1,0,0
096-000-013-000,163R  MICAJAH POND RD,"$317,900 ",19998,8/29/16,6,377000,"(41.9223, -70.69558342)",6.289501001,0,1,0,0,1,1,0,0
130-002-000C-003,25  MILFORD ST,"$262,900 ",6534,7/15/16,5,287400,"(41.76777695, -70.63422182)",12.44537409,0,0,0,1,1,0,0,1
130-002-000C-012,9  MILFORD ST,"$239,900 ",19602,9/26/16,5,258000,"(41.7678696, -70.63210715)",12.41358224,0,0,0,1,1,0,0,1
105-000-004-014,23  MILLER DR,"$404,600 ",21741,11/16/16,7,420000,"(41.94191695, -70.70534994)",6.629352576,0,1,0,0,1,1,0,0
114-000-019-061,45  MIZZEN LN,"$227,100 ",40036,4/26/16,3,200000,"(41.830693200000006, -70.60211225)",7.854219583,0,1,0,0,1,1,0,0
106-000-001-078,38  MONTGOMERY DR,"$320,700 ",21305,10/7/16,6,321500,"(41.93163405, -70.71681565)",7.26212909,0,1,0,0,1,1,0,0
106-000-001-128,9  MONTGOMERY DR,"$318,600 ",23483,5/23/16,5,309000,"(41.93647245, -70.71749269)",7.268548665,0,1,0,0,1,1,0,0
046-000A-165-000Z,14  MONTROSE AV,"$337,700 ",9148,4/13/16,5,325000,"(41.9234789, -70.54161413)",2.2507832,1,0,0,0,1,0,0,0
073-000-015-010,26  MONUMENT PONDS PATH,"$487,000 ",18674,5/26/16,7,460000,"(41.890603399999996, -70.5483037)",3.894865682,1,0,0,0,1,0,0,0
077D-000-010-575,4  MORNING STROLL,"$837,300 ",10633,3/15/16,7,380000,"(41.8801359, -70.6020005)",4.523872489,0,1,0,0,1,1,0,0
060-000-003-021,35  MOUNTAIN HILL RD,"$508,300 ",113217,9/16/16,5,500000,"(41.836125, -70.57589899999999)",7.369342506,0,1,0,0,1,1,0,0
022-000-095A-000,1  MT PLEASANT ST,"$331,400 ",3842,2/29/16,5,332000,"(41.9506566, -70.65489296)",4.064221734,0,1,0,0,1,1,0,0
014-000-076-000,14  MURRAY ST,"$309,700 ",6769,8/12/16,4,310000,"(41.9617989, -70.67214166)",5.08716299,0,1,0,0,1,1,0,0
106-003-016-049,7  MUSKET RD,"$309,500 ",23048,2/29/16,5,335000,"(41.9316465, -70.72557335)",7.710897164,0,1,0,0,1,1,0,0
008-000-003-015,13  MUSTER FIELD,"$693,500 ",15002,4/28/16,6,620000,"(41.971572200000004, -70.67766298)",5.564892159,0,1,0,0,1,1,0,0
121-000-006-046,11  N WIND DR,"$258,800 ",10999,12/2/16,5,175000,"(41.82287075, -70.60026450000001)",8.372655315,0,0,1,0,1,0,1,0
112-000-003-115,11  NANCY DR,"$346,400 ",19998,7/15/16,4,300100,"(41.84142465, -70.59783393)",7.087756087,0,1,0,0,1,1,0,0
112-000-003-111,21  NANCY DR,"$317,200 ",19998,8/12/16,5,285000,"(41.84053276, -70.59749766)",7.145962857,0,1,0,0,1,1,0,0
123-001P-1158-000,111  NATHAN LN,"$283,700 ",36116,11/16/16,5,305000,"(41.81514, -70.58937399999999)",8.841718532,0,0,1,0,1,0,1,0
050-000-037-073,42  NAUTICAL WAY,"$533,900 ",64944,12/16/16,7,554840,"(41.86650362, -70.54418308)",5.532734545,0,1,0,0,1,1,0,0
012-000-022A-000,29  NELSON ST,"$333,500 ",11495,12/9/16,4,146400,"(41.9666455, -70.67267351)",5.208846895,0,1,0,0,1,1,0,0
121-000-006-039Z,9  NICHOLAS AV,"$283,500 ",22612,8/8/16,5,299000,"(41.8219797, -70.60177900000001)",8.445116674,0,0,1,0,1,0,1,0
130-002-000D-086,13  NICKERSON ST,"$252,200 ",6534,4/12/16,5,235000,"(41.771542100000005, -70.62893790000001)",12.12967923,0,0,0,1,1,0,0,1
032-000-001-073,12  NICKS ROCK RD,"$302,000 ",30932,5/27/16,5,275000,"(41.96668713, -70.69021339)",6.07400013,0,1,0,0,1,1,0,0
026-000-015-087,18  NIXON AV,"$364,800 ",20443,6/23/16,6,343000,"(41.9361772, -70.64269576)",3.432253553,1,0,0,0,1,0,0,0
025-000-026B-000,4  NOOK RD,"$413,700 ",27839,8/1/16,7,400000,"(41.9487313, -70.65286642)",3.945036354,1,0,0,0,1,0,0,0
054-000-003-031,29  OAK BLUFF CIR,"$562,100 ",25226,7/18/16,5,527000,"(41.82548025, -70.54589352)",8.25816279,0,0,1,0,1,0,1,0
016-000-046-000,41  OAK ST,"$291,000 ",16470,9/30/16,4,275000,"(41.75254495, -70.70207775)",14.64427042,0,0,0,1,1,0,0,1
016-000-042-000,49  OAK ST,"$279,700 ",6560,9/8/16,4,310000,"(41.7522941, -70.70149359999999)",14.6465302,0,0,0,1,1,0,0,1
016-000-080-000,9  OAK ST,"$247,900 ",2805,5/11/16,3,265000,"(41.754450899999995, -70.7041465)",14.57419919,0,0,0,1,1,0,0,1
112-000-002-077,14  OAKEN BUCKET LN,"$262,800 ",19998,8/31/16,4,249000,"(41.83927633, -70.60414)",7.290382226,0,1,0,0,1,1,0,0
112-000-002-057,21  OAKEN BUCKET LN,"$289,800 ",19998,4/22/16,4,245000,"(41.83931031, -70.60223247)",7.269622891,0,1,0,0,1,1,0,0
066-000-003-018,36  OAR + LINE RD,"$424,100 ",29146,7/5/16,5,439900,"(41.86723185, -70.60877405)",5.477920039,0,1,0,0,1,1,0,0
066-000-002-000,7R  OAR + LINE RD,"$501,300 ",40036,12/16/16,5,349000,"(41.86719537, -70.60922262)",5.487343284,0,1,0,0,1,1,0,0
032-000-001-038,19  OCEAN VIEW AV,"$247,900 ",6098,11/18/16,4,294900,"(41.96706435, -70.68463985)",5.805481679,0,1,0,0,1,1,0,0
027-000-064B-030,21  OLD BARN RD,"$375,800 ",62252,2/5/16,6,316000,"(41.94119935, -70.66866475)",4.740190685,0,1,0,0,1,1,0,0
027-000-064B-011,89  OLD BARN RD,"$354,100 ",26968,8/24/16,3,335000,"(41.94201281, -70.66595767)",4.599625895,0,1,0,0,1,1,0,0
048-049-056-000,12  OLD BEACH RD,"$277,600 ",16553,4/1/16,6,180000,"(41.90108815, -70.54945395)",3.209303407,1,0,0,0,1,0,0,0
046-000H-181-009,23  OLD COLONY DR,"$216,600 ",11326,11/15/16,3,230000,"(41.917536299999995, -70.55227062)",2.156264102,1,0,0,0,1,0,0,0
054-005-003-006,44  OLD COUNTY RD,"$330,900 ",26532,10/11/16,5,340000,"(41.82054335, -70.54953813)",8.560017041,0,0,1,0,1,0,1,0
054-005-005-011D,8  OLD COUNTY RD,"$539,300 ",99713,12/14/16,6,432500,"(41.8234356, -70.54441551)",8.411445199,0,0,1,0,1,0,1,0
002-000-002-015W,36  OLD MILL LN,"$355,200 ",23919,9/30/16,4,361000,"(41.97308055, -70.70072361)",6.720041772,0,1,0,0,1,1,0,0
051-000-004S-004,1162  OLD SANDWICH RD,"$265,600 ",60074,8/23/16,4,270000,"(41.86285245, -70.5623999)",5.573589412,0,1,0,0,1,1,0,0
062-000-001-016,1237  OLD SANDWICH RD,"$350,400 ",67043,7/28/16,5,345000,"(41.85801945, -70.56107452)",5.913303688,0,1,0,0,1,1,0,0
050-000-033G-002,15  OLD SCHOOLHOUSE RD,"$262,000 ",20870,9/15/16,3,254500,"(41.873327, -70.540604)",5.149692363,0,1,0,0,1,1,0,0
050-000-039-721,26  OLD SCHOOLHOUSE RD,"$209,700 ",8276,11/15/16,4,130000,"(41.8721218, -70.53914329999999)",5.254623274,0,1,0,0,1,1,0,0
011-000-025E-003,50  OLMSTED TERR,"$393,500 ",19998,10/14/16,4,400000,"(41.96555585, -70.68088717)",5.59062929,0,1,0,0,1,1,0,0
077E-000-015-190,25  OUIMET LN,"$450,600 ",74013,6/1/16,5,480000,"(41.876317, -70.5857276)",4.6188432,0,1,0,0,1,1,0,0
091-000-012-048,36  OVERLOOK CIR,"$592,500 ",43521,5/10/16,6,589900,"(41.9201106, -70.68603016)",5.849878106,0,1,0,0,1,1,0,0
091-000-012-059,49  OVERLOOK CIR,"$616,600 ",20072,3/4/16,6,610000,"(41.91942255, -70.68696746)",5.909292189,0,1,0,0,1,1,0,0
025-000-027-002B,5  OVERLOOK RD,"$937,700 ",25661,6/27/16,6,938800,"(41.94834595, -70.65076436)",3.834622554,1,0,0,0,1,0,0,0
130-002-000B-144,124  PACKARD ST,"$191,800 ",13068,8/1/16,4,197000,"(41.76976525, -70.63003073)",12.26181176,0,0,0,1,1,0,0,1
096-000-019-120,52  PALMER RD,"$331,800 ",17350,9/30/16,5,330000,"(41.91853285, -70.69219706)",6.185372354,0,1,0,0,1,1,0,0
096-000-019-108,56  PALMER RD,"$275,900 ",10799,11/9/16,4,314000,"(41.92022106, -70.69271909)",6.180661278,0,1,0,0,1,1,0,0
096-000-019-102,57  PALMER RD,"$279,400 ",10476,8/18/16,5,318000,"(41.9184797, -70.69259787)",6.206250774,0,1,0,0,1,1,0,0
048-049-175-000,4  PARK AV,"$390,500 ",17219,2/29/16,5,300000,"(41.90566515, -70.55056335)",2.901518471,1,0,0,0,1,0,0,0
121-000-007-019,20  PAULETTE TERR,"$342,400 ",30017,1/15/16,5,300000,"(41.82056495, -70.60107454)",8.536193167,0,0,1,0,1,0,1,0
121-000-007-021,28  PAULETTE TERR,"$266,200 ",32631,2/11/16,3,262000,"(41.820518, -70.600029)",8.531626217,0,0,1,0,1,0,1,0
054-000-010-020A,58  PAWTUXET RD,"$487,700 ",20870,12/8/16,6,468000,"(41.812311, -70.54439569)",9.165494594,0,0,1,0,1,0,1,0
054-000-010-031,91  PAWTUXET RD,"$222,400 ",14375,8/15/16,3,250000,"(41.812828499999995, -70.54165141)",9.157264588,0,0,1,0,1,0,1,0
045-000-039-283,50  PEARL ST,"$417,000 ",5001,6/30/16,5,419000,"(41.9239434, -70.55238915)",1.811451732,1,0,0,0,1,0,0,0
077A-000-006-033,16  PEBBLE BEACH DR,"$653,100 ",14170,3/23/16,4,980000,"(41.88408455, -70.62166846)",4.67454245,0,1,0,0,1,1,0,0
122-010P-978-000,101  PERSEVERANCE PATH,"$435,900 ",27404,1/26/16,6,432500,"(41.82310755, -70.57899224)",8.268480162,0,0,1,0,1,0,1,0
122-000-005-076,14  PERSEVERANCE PATH,"$435,600 ",28710,7/5/16,6,440000,"(41.8269368, -70.58273763)",8.009411975,0,0,1,0,1,0,1,0
122-010P-1000-000,77  PERSEVERANCE PATH,"$507,400 ",26968,2/29/16,7,456000,"(41.82478025, -70.5788939)",8.152977723,0,0,1,0,1,0,1,0
122-010P-989-000,78  PERSEVERANCE PATH,"$533,200 ",33938,8/2/16,6,485000,"(41.8245826, -70.5782295)",8.166214467,0,0,1,0,1,0,1,0
108-000-010-047,21  PETER RD,"$332,200 ",21741,9/19/16,5,355000,"(41.92541095, -70.74477689)",8.745390769,0,0,1,0,1,0,1,0
121-000-005-367,24  PHEASANT AV,"$295,000 ",14810,6/29/16,4,289500,"(41.81745365, -70.60030126)",8.742999178,0,0,1,0,1,0,1,0
121-000-005-364,30  PHEASANT AV,"$368,800 ",16117,3/26/16,4,356750,"(41.8171289, -70.59928119)",8.758042852,0,0,1,0,1,0,1,0
074-000-037A-014,4  PHILIP CIR,"$403,100 ",24790,12/1/16,5,399000,"(41.8949786, -70.55917004)",3.42859507,1,0,0,0,1,0,0,0
106-000-001-247,17  PHINNEY LN,"$381,500 ",41343,11/9/16,8,271000,"(41.9255084, -70.71512691)",7.233979541,0,1,0,0,1,1,0,0
106-000-001-253,3  PHINNEY LN,"$325,600 ",26097,4/5/16,4,335000,"(41.9254063, -70.71493729)",7.225523021,0,1,0,0,1,1,0,0
078D-000-016-408,26  PICKET FENCE,"$402,000 ",6307,8/1/16,4,430000,"(41.87732451, -70.57931567)",4.527809366,0,1,0,0,1,1,0,0
026-000-015-092,24  PIERCE AV,"$392,800 ",30017,4/7/16,6,400000,"(41.93873385, -70.64133962)",3.343186746,1,0,0,0,1,0,0,0
106-000-001-184,10  PIMENTAL WAY,"$325,700 ",30453,5/27/16,5,300000,"(41.9308017, -70.71438842)",7.144313452,0,1,0,0,1,1,0,0
061-000-011-005,149  PINE MOUNTAIN DR,"$412,000 ",60509,7/8/16,6,408000,"(41.836982, -70.54773324)",7.46114801,0,1,0,0,1,1,0,0
106-000-028-009,49  PINEWOOD RD,"$322,200 ",25226,3/14/16,4,355000,"(41.92868595, -70.73177875)",8.051627151,0,0,1,0,1,0,1,0
122-009-1304-000,44  PIONEER TRAIL,"$439,200 ",17311,8/25/16,6,440000,"(41.8238518, -70.58211224)",8.22101033,0,0,1,0,1,0,1,0
122-009-1321-000,63  PIONEER TRAIL,"$442,400 ",19219,6/15/16,6,430000,"(41.82288425, -70.58143759999999)",8.28664931,0,0,1,0,1,0,1,0
055-000-039-027,2  PISCES LN,"$329,700 ",52668,1/28/16,4,329900,"(41.8204249, -70.56845774)",8.463462518,0,0,1,0,1,0,1,0
055-000-039-034,35  PISCES LN,"$283,700 ",31760,11/30/16,6,319000,"(41.82077185, -70.56521725)",8.449615234,0,0,1,0,1,0,1,0
095-000-036-141,21  PLANTATION RD,"$380,600 ",19998,9/16/16,5,377000,"(41.92719765, -70.70675687)",6.789323185,0,1,0,0,1,1,0,0
095-000-036-090,22  PLANTATION RD,"$347,700 ",19998,7/21/16,5,335000,"(41.92772515, -70.70736661)",6.814626643,0,1,0,0,1,1,0,0
095-000-036-138,27  PLANTATION RD,"$425,200 ",19998,9/9/16,5,430000,"(41.9280162, -70.70650722)",6.767776071,0,1,0,0,1,1,0,0
095-000-036-147,7  PLANTATION RD,"$404,800 ",19998,4/15/16,4,385000,"(41.92552345, -70.70728314)",6.835507524,0,1,0,0,1,1,0,0
104-000-017A-009,226  PLYMPTON RD,"$305,200 ",22612,6/30/16,6,320000,"(41.946460200000004, -70.72438551)",7.613555762,0,1,0,0,1,1,0,0
078B-000-011-393,18  POET`S CORNER,"$637,800 ",6582,10/5/16,4,187000,"(41.909620200000006, -70.58748874)",2.36321746,1,0,0,0,1,0,0,0
078B-000-011-407,36  POET`S CORNER,"$787,300 ",6538,11/18/16,6,183000,"(41.909620200000006, -70.58748874)",2.36321746,1,0,0,0,1,0,0,0
078B-000-011-468,43  POET`S CORNER,"$609,700 ",7810,8/22/16,6,149000,"(41.909620200000006, -70.58748874)",2.36321746,1,0,0,0,1,0,0,0
078B-000-011-401,48  POET`S CORNER,"$652,100 ",7052,6/17/16,5,155000,"(41.909620200000006, -70.58748874)",2.36321746,1,0,0,0,1,0,0,0
056-000-079I-000,10  POKANOKET RD,"$371,400 ",12197,9/21/16,3,178351,"(41.806539, -70.568051)",9.421690238,0,0,1,0,1,0,1,0
050-000-002-663,24  POND VIEW CIR,"$471,900 ",6534,6/1/16,4,625000,"(41.87185985, -70.53430297)",5.368116971,0,1,0,0,1,1,0,0
045A-000-030-000,9  POST OFFICE LN,"$262,700 ",8712,12/13/16,4,220000,"(41.93242271, -70.56166083)",1.059950792,1,0,0,0,1,0,0,0
048-000-043-001,18  PRESIDENTS LN,"$225,000 ",17424,3/30/16,3,200500,"(41.91205995, -70.55918249999999)",2.312048337,1,0,0,0,1,0,0,0
048-000-043-019,59  PRESIDENTS LN,"$183,400 ",14810,11/2/16,2,80000,"(41.9138152, -70.55580522)",2.277963361,1,0,0,0,1,0,0,0
